"ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","ValidationStatus","SourceFile"
"Design-to-Operate","D2Operate","Quality notification","F0312","Quality Notification","Fact sheet","Quality Engineer","W13","No / validar","SAP_QM_BC_QUALITYENGINEER","QM-FIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Quality notification activity","F0315","Quality Notification Activity","Fact sheet","Quality Engineer","W13","No / validar","SAP_QM_BC_QUALITYENGINEER","QM-FIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Quality notification fallback","QM01","Create Quality Notification","SAP GUI","Other","S32PCE","No / validar","Without Catalog Assignment","QM-QN","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Quality notification item","F0313","Quality Notification Item","Fact sheet","Quality Engineer","W13","No / validar","SAP_QM_BC_QUALITYENGINEER","QM-FIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Quality notification task","F0314","Quality Notification Task","Fact sheet","Quality Engineer","W13","No / validar","SAP_QM_BC_QUALITYENGINEER","QM-FIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Recurring schedules","F6966","Generate Recurring Schedules","Transactional","Maintenance Planner - Resource Scheduling","S32PCE","Si","SAP_RSH_BC_MPLAN_OV","CA-RSH-EAM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Reference equipment","F8304","Manage Reference Equipment","Transactional","Master Data Specialist - Maintenance Management","S32PCE","No / validar","SAP_ASM_BC_REFTO_MNG","PM-FIO-EQM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Reference structures","F8311","Manage Reference Structures","Transactional","Master Data Specialist - Maintenance Management","S32PCE","No / validar","SAP_ASM_BC_REFTO_MNG","PM-FIO-EQM-RS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Resource scheduling","F2227","Resource Scheduling for Maintenance Planners","Analytical","Maintenance Planner - Resource Scheduling","S32PCE","Si","SAP_RSH_BC_MPLAN_OV","CA-RSH-EAM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Safety certificate templates","F6772","Manage Safety Certificate Templates","Transactional","Maintenance Planner","S32PCE","No / validar","SAP_WCM_BC_PTW","PM-FIO-WCM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Safety certificates","F6678","Manage Safety Certificates","Transactional","Maintenance Planner","S32PCE","No / validar","SAP_WCM_BC_PTW","PM-FIO-WCM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Safety data sheets","F8003","Activate Compliance Requirements - Safety Data Sheets","Transactional","Product Stewardship Specialist - Product Compliance","S36","Si","SAP_EHS_BC_HS_CRV_SDS_ACTV_PC","EHS-SUS-CI","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Safety data sheets","F8171","Configure Compliance Requirements - Safety Data Sheets","Transactional","Product Stewardship Specialist - Product Compliance","S32PCE","Si","SAP_PSS_BC_CNFG_CMPL_MGMT","EHS-SUS-SDS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Serial number history","F7368","Serial Number History","Transactional","Inventory Manager","S36","Si","SAP_LO_BC_SN_MANAGE_PC","LO-MD-FIO-SN","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Serial number management","F6879","Manage Material Serial Numbers","Transactional","Maintenance Planner","S36","Si","SAP_EAM_BC_TO_MNG_PC","PM-FIO-EQM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Serial number management","F7617","Manage Material Serial Number","Transactional","Inventory Manager","S32PCE","No / validar","SAP_EAM_BC_TO_MNG","PM-FIO-EQM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Serialized stock","F7551","Display Serialized Stock Quantities","Transactional","Inventory Manager","S36","Si","SAP_LO_BC_SN_MANAGE_PC","LO-MD-FIO-SN","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Specification management","/PLMU/WDA_SPC_OIF (/PLMU/WDA_SPC_OIF_CFG)","Change Specification, Create Specification, Display Specification","Web Dynpro","Other","S32PCE","No / validar","SAP_PLM_BC_SPC_MAINT","PLM-WUI-RCP-SPE","Standard / legacy UI","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Task list fallback","IA05","Create General Task List","SAP GUI","Other","S32PCE","No / validar","Without Catalog Assignment","PM-PRM-TL","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Technical object search","F2072","Find Technical Object","Transactional","Maintenance Planner","S32PCE","Si","SAP_EAM_BC_TO","PM-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Technical object structures","F8669","Manage Technical Object Structures","Transactional","Master Data Specialist - Maintenance Management","S32PCE","No / validar","SAP_ASM_BC_REFTO_MNG","PM-FIO-EQM-RS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Unplanned job confirmation","EAMS_WDA_JOBUC_OIF (EAMS_WDA_JOBUC_OIF_CFG_V2)","Confirm Unplanned Job","Web Dynpro","Maintenance Planner","S32PCE","No / validar","SAP_EAM_BC_TO","PM","Standard / legacy UI","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Usage decision","F2345","Manage Usage Decisions","Transactional","Quality Engineer","S32PCE","Si","SAP_QM_BC_USAGE_DECISION","QM-FIO-IM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Usage decision fallback","QA11","Record Usage Decision","SAP GUI","Other","S32PCE","No / validar","Without Catalog Assignment","QM-IM-UD","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","Work permits","F6579","Manage Work Permits","Transactional","Maintenance Planner","S32PCE","Si","SAP_WCM_BC_PTW","PM-FIO-WCM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Hire-to-Retire","H2R","Activity type master","F1605A","Manage Activity Types (Version 2)","Transactional","Cost Accountant - Overhead","S32PCE","Si","SAP_SFIN_BC_OH_MD_CCA","CO-FIO-ATY-MD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Cost center master","F1443A","Manage Cost Centers (Version 2)","Transactional","Cost Accountant - Overhead","S32PCE","Si","SAP_SFIN_BC_OH_MD_CCA","CO-FIO-CCA-MD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Direct activity allocation","F3697A","Manage Direct Activity Allocation - New Version","Transactional","Cost Accountant - Overhead","S36","Si","SAP_FIN_BC_OH_PER_GPA_PC","CO-FIO-CCA-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Employee fact sheet","F1522","Employee Fact Sheet","Fact sheet","Employee - HR Info","S23OP","No / validar","SAP_HCM_BC_EMPLOYEE_ESS","CA-HR-S4","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Employee lookup","F1383A","Employee Lookup (Version 2/Fiori 2.0)","Transactional","Employee - HR Info","S32PCE","No / validar","SAP_HCMFAB_BC_EMPLOYEE_T","PA-FIO-LKP","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","HR master data fallback","PA20","Display HR Master Data","SAP GUI","Other","No encontrado en FARL exacto","No / validar","Not found in exact FARL query","PA","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","HR master data fallback","PA30","Maintain HR Master Data","SAP GUI","Other","No encontrado en FARL exacto","No / validar","Not found in exact FARL query","PA","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Internal order master","F1604A","Manage Internal Orders (Version 2)","Transactional","Cost Accountant - Overhead","S32PCE","No / validar","SAP_SFIN_BC_OH_MD_OPA","CO-FIO-OPA-MD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Leave approval","F2584","Approve Leave Requests (Version 3/Fiori 2.0)","Transactional","Manager - HR Info","S32PCE","No / validar","SAP_HCMFAB_BC_MANAGER_T","PA-FIO-LEA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Leave request","F1311A","My Leave Requests (Version 3/Fiori 2.0)","Transactional","Employee - HR Info","S32PCE","No / validar","SAP_HCMFAB_BC_EMPLOYEE_T","PA-FIO-LEA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Missing time monitoring","F3031","Monitor Missing Time Notifications","Transactional","Project Manager - Commercial Services","S36","Si","SAP_HCM_BC_PRJ_TIMESHEET_PC","CA-TS-S4","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Missing time notification","F2556","Notify Missing Times","Transactional","Project Manager - Commercial Services","S36","Si","SAP_HCM_BC_PRJ_TIMESHEET_PC","CA-TS-S4","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Overtime approval","F4937A","Approve Overtime Requests (S/4HANA)","Transactional","Manager - HR Info","S32PCE","No / validar","SAP_HCM_BC_MANAGER","PA-FIO-OVT","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Overtime request","F4939","My Overtime Requests","Transactional","Employee - HR Info","S32PCE","No / validar","SAP_HCMFAB_BC_EMPLOYEE_T","PA-FIO-OVT","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Pay statement","F1313A","My Paystubs (Version 3/Fiori 2.0)","Transactional","Employee - HR Info","S32PCE","No / validar","SAP_HCMFAB_BC_EMPLOYEE_T","PA-FIO-PST","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Payroll accounting","F8241","Payroll Accounting Notifications","Transactional, Reuse Component","General Ledger Accountant","S36","Si","Without Catalog Assignment","FI-GL-BTI","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Payroll/travel posting analytics","F2217","Display Line Items in General Ledger","Analytical","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_ANALYTICS","FI-FIO-GL-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Payroll/travel posting display","F7697","Display Journal Entries","Transactional","General Ledger Accountant","S36","Si","SAP_FIN_BC_DSPL_ACDOC_PC","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Payroll/travel posting review","F0717","Manage Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Personnel action fallback","PA40","Personnel Actions","SAP GUI","Other","No encontrado en FARL exacto","No / validar","Not found in exact FARL query","PA","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Personnel settlement","F3808A","Manage Personnel Settlement Documents (Version 2)","Transactional","Settlement Clerk - Commissions","S32PCE","Si","SAP_SD_BC_PSDOC_IC_MNG","LO-AB","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Personnel settlement document","F5084","Personnel Settlement Document","Transactional, Fact sheet","Settlement Clerk","S32PCE","Si","SAP_SD_BC_PSDOC_IC_MNG","LO-AB","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Personnel settlement items","F7935","Monitor Personnel Settlement Document Items","Transactional","Settlement Clerk - Commissions","S32PCE","Si","SAP_SD_BC_PSDOC_IC_ITM_MON","LO-AB","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Personnel settlement monitoring","F4009","Monitor Personnel Settlement Documents","Transactional","Contract Manager - Settlement Management","S32PCE","Si","SAP_SD_BC_PSDOC_MON","LO-AB","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Personnel settlement workflow","F4021","Manage Workflows - Personnel Settlement Documents","Transactional","Contract Manager - Settlement Management","S32PCE","Si","SAP_SM_BC_ABDOC_CONFIGURE","LO-AB","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Position management","F4435","Manage Positions","Transactional","Organizational Planner - Personnel","S32PCE","No / validar","SAP_DFS_BC_POSITION","IS-DFS-OF-FE","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Project staffing analytics","F2902","Project Staffing Analysis","Analytical","Project Manager - Professional Services","S36","Si","SAP_PSP_BC_PROJ_STAFF_ANA_PC","CA-CPD-SS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Resource overview","/RPM/RES_MNG_DETAILS (/RPM/WDA_RES_MNG_DETAILS_OIF_CFG)","Resource Overview","Web Dynpro","Project Resource Manager","S32PCE","No / validar","SAP_PPM_BC_PROJ_RESMANAGER","PPM-PFM","Standard / legacy UI","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Staff resource request","F4725","Staff Resource Requests","SAP Fiori - Remote","Resource Manager - Projects","S36","Si","SAP_PPM_BC_RM_RES_MGMT_PC","PPM-PRO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Staffing overview","/RPM/STAFF_MNG_DETAILS (/RPM/WDA_STAFF_MNG_DET_OIF_CFG)","Staffing Overview","Web Dynpro","Project Resource Manager","S32PCE","No / validar","SAP_PPM_BC_PROJ_RESMANAGER","PPM-PFM","Standard / legacy UI","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Time event","F1506B","My Time Events (S/4HANA / Version 3)","Transactional","Employee - HR Info","S32PCE","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-CIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Time event approval","F3099A","Approve Time Events (S/4HANA / Version 3)","Transactional","Manager - HR Info","S32PCE","No / validar","SAP_HCM_BC_MANAGER","PA-FIO-CIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Time sheet approval fallback","CAT4","Approve Timesheet","SAP GUI","Other","No encontrado en FARL exacto","No / validar","Not found in exact FARL query","CA-TS","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Time sheet display fallback","CAT3","Display Timesheet","SAP GUI","Other","No encontrado en FARL exacto","No / validar","Not found in exact FARL query","CA-TS","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Time sheet fallback","CAT2","Maintain Timesheet","SAP GUI","Other","No encontrado en FARL exacto","No / validar","Not found in exact FARL query","CA-TS","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Timesheet analytics","F7189","Timesheet Analytics - My Activities (S/4HANA)","Analytical","Employee - HR Info","S32PCE","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-TS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Timesheet approval","F2585A","Approve Timesheets (S/4HANA / Version 4)","Analytical","Manager - HR Info","S32PCE","No / validar","SAP_HCM_BC_MANAGER","PA-FIO-TS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Timesheet approval","F3328","My Inbox - Approve Timesheets","Transactional","Project Manager - Commercial Services","S36","Si","SAP_HCM_BC_TS_WIAPPROVE_PC","CA-TS-S4","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Timesheet compliance","F8342","Timesheet Analytics - My Compliance (S/4HANA)","Analytical","Employee - HR Info","S32PCE","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-TS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Timesheet entry","F1823","Manage My Timesheet","Transactional","Employee - HR Info","S36","Si","SAP_HCM_BC_EMP_PC","CA-TS-S4","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Timesheet entry","F3074A","My Timesheet (S/4HANA / Version 4)","Transactional","Employee - HR Info","S32PCE","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-TS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel expense approval","F0410A","My Inbox - Approve Travel Expenses","Transactional","Other","S32PCE","No / validar","SAP_FND_BC_MANAGER_T","FI-FIO-TV-ATE","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel expense assistant","F0584B","Travel and Expenses for Travel Assistant","Transactional","Travel Agent","S32PCE","No / validar","SAP_FI_BC_TRV_ASSISTANT","FI-FIO-TV-MTE","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel expense fallback","PR05","Travel Expense Manager","SAP GUI","Other","S32PCE","No / validar","Without Catalog Assignment","FI-TV-COS","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel expenses","F0584A","My Travel and Expenses (Version 2)","Transactional","Employee - Travel Info","S30PCE","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTE","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel expenses","F6190","My Travel and Expenses for Business Traveler","Transactional","Employee - Travel Info","S32PCE","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTE","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel plans assistant","F6771","Travel Plans for Travel Assistant","Transactional","Travel Agent","S32PCE","No / validar","Without Catalog Assignment","FI-FIO-TV-PL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel request","F0409A","My Travel Requests (Version 2)","Transactional","Employee - Travel Info","S30PCE","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel request","F6015A","My Travel Requests (Version 4) for Business Traveler","Transactional","Employee - Travel Info","S32PCE","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel request approval","F0411A","My Inbox - Approve Travel Requests","Transactional","Other","S32PCE","No / validar","SAP_FND_BC_MANAGER_T","FI-FIO-TV-ATR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Travel request assistant","F0409C","Travel Requests (Version 4) for Travel Assistant","Transactional","Travel Agent","S32PCE","No / validar","SAP_FI_BC_TRV_ASSISTANT","FI-FIO-TV-MTR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Workforce admin","F6097","Manage Workforce","Transactional","Administrator","S36","Si","SAP_BUM_BC_MNG_WORKFORCE_PC","CA-GTF-BUM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Workforce admin","F6097A","Manage Workforce V2","Transactional","Administrator","S36","Si","SAP_BUM_BC_MNG_WORKFORCE_PC","CA-GTF-BUM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","Workforce log","F6767","Manage Workforce Log","Transactional","Administrator","S36","Si","SAP_BUM_BC_MNG_WORKFORCE_PC","CA-GTF-BUM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Analitica devoluciones","F4092","Customer Returns - Return Rate","Analytical","Sales Manager","S32PCE","Si","SAP_SD_BC_RETURNS_ANA","SD-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Aprobacion cotizacion","F5044","My Inbox - Approve Sales Quotations","Transactional","Sales Manager","S32PCE","Si","SAP_SD_BC_MYINBOX","SD-FIO-SLS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Aprobacion devolucion","F5053","My Inbox - Approve Customer Returns","Transactional","Sales Manager","S32PCE","Si","SAP_SD_BC_MYINBOX","SD-FIO-SLS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Aprobacion pedido","F5041","My Inbox - Approve Sales Orders","Transactional","Sales Manager","S32PCE","Si","SAP_SD_BC_MYINBOX","SD-FIO-SLS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Aprobacion preliminary billing","F5043","My Inbox - Approve Preliminary Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_BIL_MYINBOX","SD-FIO-BIL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","AR overview","F3242","Accounts Receivable Overview","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Backorders","F5307","Sales Order Items - Backorders","Analytical","Others","S32PCE","Si","SAP_SD_BC_SALES_ANLYTS_OP","SD-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Bank statement","F1520","Reprocess Bank Statement Items","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_BA_BANKSTAT","FI-FIO-AR-PAY","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
