"TraceabilityId","ProcessFamily","ProcessStage","ScopeItemCandidate","ScopeItemId","FioriAppId","FioriAppName","BusinessRole","BusinessCatalog","TechnicalCatalog","ApplicationComponent","ApiOrArtifactId","ApiOrArtifactType","ApiOrArtifactName","BtpService","BtpServicePlan","BtpMission","SignavioProcess","SignavioVariant","DeploymentModel","ReleaseAnchor","CountryOverlay","MexicoComplianceCue","SourceSystem","SourceUrl","SourceQuery","SourceRetrievedOn","EvidenceLevel","ValidationStatus","RefreshRequiredBeforeUse","OpenGaps","Owner","NextAction","Notes"
"SCI-TRACE-0093","Design-to-Operate","Quality notification fallback","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","QM01","Create Quality Notification","Other","Without Catalog Assignment","TBD","QM-QN","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","QM01","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0094","Design-to-Operate","Quality notification item","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F0313","Quality Notification Item","Quality Engineer","SAP_QM_BC_QUALITYENGINEER","TBD","QM-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","W13","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0313","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0095","Design-to-Operate","Quality notification task","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F0314","Quality Notification Task","Quality Engineer","SAP_QM_BC_QUALITYENGINEER","TBD","QM-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","W13","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0314","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0096","Design-to-Operate","Recurring schedules","Maintenance management, planning and execution","TBD - validate in SAP Process Navigator / tenant","F6966","Generate Recurring Schedules","Maintenance Planner - Resource Scheduling","SAP_RSH_BC_MPLAN_OV","TBD","CA-RSH-EAM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6966","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0097","Design-to-Operate","Reference equipment","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F8304","Manage Reference Equipment","Master Data Specialist - Maintenance Management","SAP_ASM_BC_REFTO_MNG","TBD","PM-FIO-EQM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F8304","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0098","Design-to-Operate","Reference structures","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F8311","Manage Reference Structures","Master Data Specialist - Maintenance Management","SAP_ASM_BC_REFTO_MNG","TBD","PM-FIO-EQM-RS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F8311","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0099","Design-to-Operate","Resource scheduling","Maintenance management, planning and execution","TBD - validate in SAP Process Navigator / tenant","F2227","Resource Scheduling for Maintenance Planners","Maintenance Planner - Resource Scheduling","SAP_RSH_BC_MPLAN_OV","TBD","CA-RSH-EAM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2227","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0100","Design-to-Operate","Safety certificate templates","Permit-to-work and operational safety","TBD - validate in SAP Process Navigator / tenant","F6772","Manage Safety Certificate Templates","Maintenance Planner","SAP_WCM_BC_PTW","TBD","PM-FIO-WCM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6772","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0101","Design-to-Operate","Safety certificates","Permit-to-work and operational safety","TBD - validate in SAP Process Navigator / tenant","F6678","Manage Safety Certificates","Maintenance Planner","SAP_WCM_BC_PTW","TBD","PM-FIO-WCM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6678","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0102","Design-to-Operate","Safety data sheets","Permit-to-work and operational safety","TBD - validate in SAP Process Navigator / tenant","F8003","Activate Compliance Requirements - Safety Data Sheets","Product Stewardship Specialist - Product Compliance","SAP_EHS_BC_HS_CRV_SDS_ACTV_PC","TBD","EHS-SUS-CI","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F8003","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0103","Design-to-Operate","Safety data sheets","Permit-to-work and operational safety","TBD - validate in SAP Process Navigator / tenant","F8171","Configure Compliance Requirements - Safety Data Sheets","Product Stewardship Specialist - Product Compliance","SAP_PSS_BC_CNFG_CMPL_MGMT","TBD","EHS-SUS-SDS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F8171","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0104","Design-to-Operate","Serial number history","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F7368","Serial Number History","Inventory Manager","SAP_LO_BC_SN_MANAGE_PC","TBD","LO-MD-FIO-SN","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F7368","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0105","Design-to-Operate","Serial number management","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F6879","Manage Material Serial Numbers","Maintenance Planner","SAP_EAM_BC_TO_MNG_PC","TBD","PM-FIO-EQM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6879","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0106","Design-to-Operate","Serial number management","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F7617","Manage Material Serial Number","Inventory Manager","SAP_EAM_BC_TO_MNG","TBD","PM-FIO-EQM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F7617","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0107","Design-to-Operate","Serialized stock","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F7551","Display Serialized Stock Quantities","Inventory Manager","SAP_LO_BC_SN_MANAGE_PC","TBD","LO-MD-FIO-SN","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F7551","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0108","Design-to-Operate","Specification management","Engineering change management and product structures","TBD - validate in SAP Process Navigator / tenant","/PLMU/WDA_SPC_OIF (/PLMU/WDA_SPC_OIF_CFG)","Change Specification, Create Specification, Display Specification","Other","SAP_PLM_BC_SPC_MAINT","TBD","PLM-WUI-RCP-SPE","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","/PLMU/WDA_SPC_OIF (/PLMU/WDA_SPC_OIF_CFG)","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0109","Design-to-Operate","Task list fallback","Maintenance management, planning and execution","TBD - validate in SAP Process Navigator / tenant","IA05","Create General Task List","Other","Without Catalog Assignment","TBD","PM-PRM-TL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","IA05","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0110","Design-to-Operate","Technical object search","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F2072","Find Technical Object","Maintenance Planner","SAP_EAM_BC_TO","TBD","PM-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2072","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0111","Design-to-Operate","Technical object structures","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F8669","Manage Technical Object Structures","Master Data Specialist - Maintenance Management","SAP_ASM_BC_REFTO_MNG","TBD","PM-FIO-EQM-RS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F8669","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0112","Design-to-Operate","Unplanned job confirmation","Maintenance management, planning and execution","TBD - validate in SAP Process Navigator / tenant","EAMS_WDA_JOBUC_OIF (EAMS_WDA_JOBUC_OIF_CFG_V2)","Confirm Unplanned Job","Maintenance Planner","SAP_EAM_BC_TO","TBD","PM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","EAMS_WDA_JOBUC_OIF (EAMS_WDA_JOBUC_OIF_CFG_V2)","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0113","Design-to-Operate","Usage decision","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F2345","Manage Usage Decisions","Quality Engineer","SAP_QM_BC_USAGE_DECISION","TBD","QM-FIO-IM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2345","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0114","Design-to-Operate","Usage decision fallback","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","QA11","Record Usage Decision","Other","Without Catalog Assignment","TBD","QM-IM-UD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","QA11","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0115","Design-to-Operate","Work permits","Permit-to-work and operational safety","TBD - validate in SAP Process Navigator / tenant","F6579","Manage Work Permits","Maintenance Planner","SAP_WCM_BC_PTW","TBD","PM-FIO-WCM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6579","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0116","Hire-to-Retire","Activity type master","Payroll accounting and finance handoff","TBD - validate in SAP Process Navigator / tenant","F1605A","Manage Activity Types (Version 2)","Cost Accountant - Overhead","SAP_SFIN_BC_OH_MD_CCA","TBD","CO-FIO-ATY-MD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1605A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0117","Hire-to-Retire","Cost center master","Payroll accounting and finance handoff","TBD - validate in SAP Process Navigator / tenant","F1443A","Manage Cost Centers (Version 2)","Cost Accountant - Overhead","SAP_SFIN_BC_OH_MD_CCA","TBD","CO-FIO-CCA-MD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1443A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0118","Hire-to-Retire","Direct activity allocation","Payroll accounting and finance handoff","TBD - validate in SAP Process Navigator / tenant","F3697A","Manage Direct Activity Allocation - New Version","Cost Accountant - Overhead","SAP_FIN_BC_OH_PER_GPA_PC","TBD","CO-FIO-CCA-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3697A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0119","Hire-to-Retire","Employee fact sheet","Workforce foundation and employee self-service","TBD - validate in SAP Process Navigator / tenant","F1522","Employee Fact Sheet","Employee - HR Info","SAP_HCM_BC_EMPLOYEE_ESS","TBD","CA-HR-S4","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S23OP","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1522","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0120","Hire-to-Retire","Employee lookup","Workforce foundation and employee self-service","TBD - validate in SAP Process Navigator / tenant","F1383A","Employee Lookup (Version 2/Fiori 2.0)","Employee - HR Info","SAP_HCMFAB_BC_EMPLOYEE_T","TBD","PA-FIO-LKP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1383A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0121","Hire-to-Retire","HR master data fallback","H2R access, controls and analytics","TBD - validate in SAP Process Navigator / tenant","PA20","Display HR Master Data","Other","Not found in exact FARL query","TBD","PA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","No encontrado en FARL exacto","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","PA20","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
