"ProcessFamily","Source","Workshop","Subprocess","AppId","AppName","ScopeItemId","ScopeItemCandidate","ScopeItemConfidence","SAPBestPracticesValidation","TenantScopeValidation","TestScriptReference","BusinessOwner","FitGapDecision","DecisionStatus","PublicCloud2602","BusinessCatalog","Component","SourceFile"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Leave approval","F2584","Approve Leave Requests (Version 3/Fiori 2.0)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCMFAB_BC_MANAGER_T","PA-FIO-LEA","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Leave request","F1311A","My Leave Requests (Version 3/Fiori 2.0)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCMFAB_BC_EMPLOYEE_T","PA-FIO-LEA","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Missing time monitoring","F3031","Monitor Missing Time Notifications","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","Si","SAP_HCM_BC_PRJ_TIMESHEET_PC","CA-TS-S4","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Missing time notification","F2556","Notify Missing Times","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","Si","SAP_HCM_BC_PRJ_TIMESHEET_PC","CA-TS-S4","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Overtime approval","F4937A","Approve Overtime Requests (S/4HANA)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCM_BC_MANAGER","PA-FIO-OVT","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Overtime request","F4939","My Overtime Requests","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCMFAB_BC_EMPLOYEE_T","PA-FIO-OVT","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R workforce foundation and employee self-service","Pay statement","F1313A","My Paystubs (Version 3/Fiori 2.0)","TBD - validate in SAP Process Navigator / tenant","Workforce foundation and employee self-service","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Operations Owner","TBD - standard first","Open","No / validar","SAP_HCMFAB_BC_EMPLOYEE_T","PA-FIO-PST","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R payroll, costing and finance handoff","Payroll accounting","F8241","Payroll Accounting Notifications","TBD - validate in SAP Process Navigator / tenant","Payroll accounting and finance handoff","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Payroll / Finance Owner","TBD - standard first","Open","Si","Without Catalog Assignment","FI-GL-BTI","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Payroll/travel posting analytics","F2217","Display Line Items in General Ledger","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_ANALYTICS","FI-FIO-GL-IS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Payroll/travel posting display","F7697","Display Journal Entries","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","Si","SAP_FIN_BC_DSPL_ACDOC_PC","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Payroll/travel posting review","F0717","Manage Journal Entries","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R access, controls and analytics","Personnel action fallback","PA40","Personnel Actions","TBD - validate in SAP Process Navigator / tenant","H2R access, controls and analytics","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR / Security Owner","TBD - standard first","Open","No / validar","Not found in exact FARL query","PA","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R personnel settlement and commissions","Personnel settlement","F3808A","Manage Personnel Settlement Documents (Version 2)","TBD - validate in SAP Process Navigator / tenant","Personnel settlement and commissions","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Settlement / Sales Ops Owner","TBD - standard first","Open","Si","SAP_SD_BC_PSDOC_IC_MNG","LO-AB","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R personnel settlement and commissions","Personnel settlement document","F5084","Personnel Settlement Document","TBD - validate in SAP Process Navigator / tenant","Personnel settlement and commissions","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Settlement / Sales Ops Owner","TBD - standard first","Open","Si","SAP_SD_BC_PSDOC_IC_MNG","LO-AB","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R personnel settlement and commissions","Personnel settlement items","F7935","Monitor Personnel Settlement Document Items","TBD - validate in SAP Process Navigator / tenant","Personnel settlement and commissions","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Settlement / Sales Ops Owner","TBD - standard first","Open","Si","SAP_SD_BC_PSDOC_IC_ITM_MON","LO-AB","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R personnel settlement and commissions","Personnel settlement monitoring","F4009","Monitor Personnel Settlement Documents","TBD - validate in SAP Process Navigator / tenant","Personnel settlement and commissions","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Settlement / Sales Ops Owner","TBD - standard first","Open","Si","SAP_SD_BC_PSDOC_MON","LO-AB","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R personnel settlement and commissions","Personnel settlement workflow","F4021","Manage Workflows - Personnel Settlement Documents","TBD - validate in SAP Process Navigator / tenant","Personnel settlement and commissions","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Settlement / Sales Ops Owner","TBD - standard first","Open","Si","SAP_SM_BC_ABDOC_CONFIGURE","LO-AB","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R workforce foundation and employee self-service","Position management","F4435","Manage Positions","TBD - validate in SAP Process Navigator / tenant","Workforce foundation and employee self-service","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Operations Owner","TBD - standard first","Open","No / validar","SAP_DFS_BC_POSITION","IS-DFS-OF-FE","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R project staffing and resource management","Project staffing analytics","F2902","Project Staffing Analysis","TBD - validate in SAP Process Navigator / tenant","Project staffing and resource management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Project / Resource Owner","TBD - standard first","Open","Si","SAP_PSP_BC_PROJ_STAFF_ANA_PC","CA-CPD-SS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R project staffing and resource management","Resource overview","/RPM/RES_MNG_DETAILS (/RPM/WDA_RES_MNG_DETAILS_OIF_CFG)","Resource Overview","TBD - validate in SAP Process Navigator / tenant","Project staffing and resource management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Project / Resource Owner","TBD - standard first","Open","No / validar","SAP_PPM_BC_PROJ_RESMANAGER","PPM-PFM","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R project staffing and resource management","Staff resource request","F4725","Staff Resource Requests","TBD - validate in SAP Process Navigator / tenant","Project staffing and resource management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Project / Resource Owner","TBD - standard first","Open","Si","SAP_PPM_BC_RM_RES_MGMT_PC","PPM-PRO","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R project staffing and resource management","Staffing overview","/RPM/STAFF_MNG_DETAILS (/RPM/WDA_STAFF_MNG_DET_OIF_CFG)","Staffing Overview","TBD - validate in SAP Process Navigator / tenant","Project staffing and resource management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Project / Resource Owner","TBD - standard first","Open","No / validar","SAP_PPM_BC_PROJ_RESMANAGER","PPM-PFM","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Time event","F1506B","My Time Events (S/4HANA / Version 3)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-CIO","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Time event approval","F3099A","Approve Time Events (S/4HANA / Version 3)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCM_BC_MANAGER","PA-FIO-CIO","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Time sheet approval fallback","CAT4","Approve Timesheet","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","Not found in exact FARL query","CA-TS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Time sheet display fallback","CAT3","Display Timesheet","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","Not found in exact FARL query","CA-TS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Time sheet fallback","CAT2","Maintain Timesheet","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","Not found in exact FARL query","CA-TS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Timesheet analytics","F7189","Timesheet Analytics - My Activities (S/4HANA)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-TS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Timesheet approval","F2585A","Approve Timesheets (S/4HANA / Version 4)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCM_BC_MANAGER","PA-FIO-TS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Timesheet approval","F3328","My Inbox - Approve Timesheets","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","Si","SAP_HCM_BC_TS_WIAPPROVE_PC","CA-TS-S4","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Timesheet compliance","F8342","Timesheet Analytics - My Compliance (S/4HANA)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-TS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Timesheet entry","F1823","Manage My Timesheet","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","Si","SAP_HCM_BC_EMP_PC","CA-TS-S4","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R time, leave, overtime and attendance","Timesheet entry","F3074A","My Timesheet (S/4HANA / Version 4)","TBD - validate in SAP Process Navigator / tenant","Time management, leave and attendance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Time / Payroll Owner","TBD - standard first","Open","No / validar","SAP_HCM_BC_EMPLOYEE","PA-FIO-TS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel expense approval","F0410A","My Inbox - Approve Travel Expenses","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FND_BC_MANAGER_T","FI-FIO-TV-ATE","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel expense assistant","F0584B","Travel and Expenses for Travel Assistant","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FI_BC_TRV_ASSISTANT","FI-FIO-TV-MTE","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel expense fallback","PR05","Travel Expense Manager","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","FI-TV-COS","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel expenses","F0584A","My Travel and Expenses (Version 2)","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTE","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel expenses","F6190","My Travel and Expenses for Business Traveler","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTE","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel plans assistant","F6771","Travel Plans for Travel Assistant","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","FI-FIO-TV-PL","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel request","F0409A","My Travel Requests (Version 2)","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTR","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel request","F6015A","My Travel Requests (Version 4) for Business Traveler","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FI_BC_TRV","FI-FIO-TV-MTR","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel request approval","F0411A","My Inbox - Approve Travel Requests","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FND_BC_MANAGER_T","FI-FIO-TV-ATR","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R travel, expenses and reimbursement","Travel request assistant","F0409C","Travel Requests (Version 4) for Travel Assistant","TBD - validate in SAP Process Navigator / tenant","Travel and expense management","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Travel / Finance AP Owner","TBD - standard first","Open","No / validar","SAP_FI_BC_TRV_ASSISTANT","FI-FIO-TV-MTR","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R workforce foundation and employee self-service","Workforce admin","F6097","Manage Workforce","TBD - validate in SAP Process Navigator / tenant","Workforce foundation and employee self-service","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Operations Owner","TBD - standard first","Open","Si","SAP_BUM_BC_MNG_WORKFORCE_PC","CA-GTF-BUM","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R workforce foundation and employee self-service","Workforce admin","F6097A","Manage Workforce V2","TBD - validate in SAP Process Navigator / tenant","Workforce foundation and employee self-service","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Operations Owner","TBD - standard first","Open","Si","SAP_BUM_BC_MNG_WORKFORCE_PC","CA-GTF-BUM","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Hire-to-Retire","H2R","H2R workforce foundation and employee self-service","Workforce log","F6767","Manage Workforce Log","TBD - validate in SAP Process Navigator / tenant","Workforce foundation and employee self-service","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","HR Operations Owner","TBD - standard first","Open","Si","SAP_BUM_BC_MNG_WORKFORCE_PC","CA-GTF-BUM","docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Analitica devoluciones","F4092","Customer Returns - Return Rate","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_RETURNS_ANA","SD-ANA","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Aprobacion cotizacion","F5044","My Inbox - Approve Sales Quotations","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SD_BC_MYINBOX","SD-FIO-SLS","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","O2C billing, returns and credit memo","Aprobacion devolucion","F5053","My Inbox - Approve Customer Returns","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Billing Owner","TBD - standard first","Open","Si","SAP_SD_BC_MYINBOX","SD-FIO-SLS","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","L2C/O2C commercial document flow","Aprobacion pedido","F5041","My Inbox - Approve Sales Orders","TBD - validate in SAP Process Navigator / tenant","Sales order management and commercial controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Sales / Customer Service Owner","TBD - standard first","Open","Si","SAP_SD_BC_MYINBOX","SD-FIO-SLS","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
